"item","faixa","categoria","observado","esperado","proporcao_observada","proporcao_esperada"
"Item_3","5","0",13,11.2690729599019,0.00433333333333333,0.00375635765330064
"Item_3","6","0",18,24.6546958791758,0.006,0.00821823195972527
"Item_3","7","0",41,39.1474927720397,0.0136666666666667,0.0130491642573466
"Item_3","8","0",48,53.3072300577181,0.016,0.017769076685906
"Item_3","9","0",65,62.3466330415971,0.0216666666666667,0.0207822110138657
"Item_3","10","0",56,54.1382222492338,0.0186666666666667,0.0180460740830779
"Item_3","11","0",51,51.096108177315,0.017,0.017032036059105
"Item_3","12","0",58,45.3783185925571,0.0193333333333333,0.015126106197519
"Item_3","13","0",27,30.1050191275833,0.009,0.0100350063758611
"Item_3","14","0",17,18.4576058234002,0.00566666666666667,0.00615253527446673
"Item_3","15","0",10,11.248330291696,0.00333333333333333,0.00374944343056532
"Item_3","16","0",4,4.68177372430881,0.00133333333333333,0.00156059124143627
"Item_3","17","0",0,2.46432118260111,0,0.000821440394200372
"Item_3","4","1",6,5.71808024089286,0.002,0.00190602674696429
"Item_3","5","1",7,8.73092704009809,0.00233333333333333,0.00291030901336603
"Item_3","6","1",34,27.3453041208241,0.0113333333333333,0.00911510137360803
"Item_3","7","1",59,60.8525072279606,0.0196666666666667,0.0202841690759869
"Item_3","8","1",120,114.692769942282,0.04,0.038230923314094
"Item_3","9","1",182,184.653366958403,0.0606666666666667,0.0615511223194678
"Item_3","10","1",219,220.861777750766,0.073,0.0736205925835888
"Item_3","11","1",289,288.903891822685,0.0963333333333333,0.0963012972742283
"Item_3","12","1",347,359.621681407443,0.115666666666667,0.119873893802481
"Item_3","13","1",343,339.894980872416,0.114333333333333,0.113298326957472
"Item_3","14","1",305,303.5423941766,0.101666666666667,0.101180798058867
"Item_3","15","1",279,277.751669708304,0.093,0.0925838899027679
"Item_3","16","1",182,181.318226275692,0.0606666666666667,0.0604394087585638
"Item_3","17","1",205,202.535678817399,0.0683333333333333,0.067511892939133
"Item_4","4","0",11,13.1258169351682,0.00366666666666667,0.00437527231172274
"Item_4","5","0",9,12.73555634197,0.003,0.00424518544732333
"Item_4","6","0",37,29.2884149762895,0.0123333333333333,0.00976280499209649
"Item_4","7","0",43,48.9084439033926,0.0143333333333333,0.0163028146344642
"Item_4","8","0",67,69.8047678923114,0.0223333333333333,0.0232682559641038
"Item_4","9","0",84,85.0570019222432,0.028,0.0283523339740811
"Item_4","10","0",80,76.4101627941421,0.0266666666666667,0.025470054264714
"Item_4","11","0",80,74.1335303991575,0.0266666666666667,0.0247111767997192
"Item_4","12","0",57,67.3655705475361,0.019,0.022455190182512
"Item_4","13","0",58,45.6130999241009,0.0193333333333333,0.015204366641367
"Item_4","14","0",31,28.5232820799467,0.0103333333333333,0.00950776069331556
"Item_4","15","0",14,17.7406179191717,0.00466666666666667,0.00591353930639057
