"item","faixa","categoria","observado","esperado","proporcao_observada","proporcao_esperada"
"Item_13","12","1",85,94.7655811047822,0.0283333333333333,0.0315885270349274
"Item_13","13","1",103,97.1766182390227,0.0343333333333333,0.0323922060796742
"Item_13","14","1",91,95.7229826177318,0.0303333333333333,0.0319076608725773
"Item_13","15","1",98,98.3871494100435,0.0326666666666667,0.0327957164700145
"Item_13","16","1",84,73.6566230431185,0.028,0.0245522076810395
"Item_13","17","1",57,59.2571584049211,0.019,0.0197523861349737
"Item_13","18","1",38,36.2007769885493,0.0126666666666667,0.0120669256628498
"Item_13","19","1",9,11.7125395821777,0.003,0.00390417986072591
"Item_14","3","0",1,2.98845435551668,0.000333333333333333,0.000996151451838893
"Item_14","4","0",9,8.70381557046681,0.003,0.00290127185682227
"Item_14","5","0",10,10.4820708015351,0.00333333333333333,0.00349402360051168
"Item_14","6","0",24,22.530344449708,0.008,0.00751011481656933
"Item_14","7","0",36,35.1736359109026,0.012,0.0117245453036342
"Item_14","8","0",51,47.1517031155076,0.017,0.0157172343718359
"Item_14","9","0",61,54.3788687808766,0.0203333333333333,0.0181262895936255
"Item_14","10","0",44,46.6486933374328,0.0146666666666667,0.0155495644458109
"Item_14","11","0",40,43.5824119589597,0.0133333333333333,0.0145274706529866
"Item_14","12","0",30,38.3918417031106,0.01,0.0127972805677035
"Item_14","13","0",31,25.3128399422396,0.0103333333333333,0.00843761331407987
"Item_14","14","0",10,15.4512411736149,0.00333333333333333,0.00515041372453829
"Item_14","15","0",12,9.3895653621386,0.004,0.00312985512071287
"Item_14","16","0",4,3.90230284654436,0.00133333333333333,0.00130076761551479
"Item_14","17","0",3,2.05357594900476,0.001,0.000684525316334922
"Item_14","3","1",3,1.01154564448332,0.001,0.000337181881494442
"Item_14","4","1",5,5.29618442953318,0.00166666666666667,0.00176539480984439
"Item_14","5","1",10,9.51792919846497,0.00333333333333333,0.00317264306615499
"Item_14","6","1",28,29.4696555502919,0.00933333333333333,0.00982321851676397
"Item_14","7","1",64,64.8263640890976,0.0213333333333333,0.0216087880296992
"Item_14","8","1",117,120.848296884492,0.039,0.0402827656281641
"Item_14","9","1",186,192.621131219124,0.062,0.0642070437397079
"Item_14","10","1",231,228.351306662567,0.077,0.0761171022208558
"Item_14","11","1",300,296.41758804104,0.1,0.0988058626803466
"Item_14","12","1",375,366.608158296889,0.125,0.122202719432296
"Item_14","13","1",339,344.68716005776,0.113,0.114895720019253
"Item_14","14","1",312,306.548758826385,0.104,0.102182919608795
"Item_14","15","1",277,279.610434637861,0.0923333333333333,0.0932034782126204
"Item_14","16","1",182,182.097697153456,0.0606666666666667,0.0606992323844852
"Item_14","17","1",202,202.946424050995,0.0673333333333333,0.0676488080169984
"Item_15","4","0",14,14.1100184852305,0.00466666666666667,0.00470333949507682
"Item_15","5","0",15,13.9262903848151,0.005,0.00464209679493837
"Item_15","6","0",33,32.4718058996652,0.011,0.0108239352998884
"Item_15","7","0",56,55.2062786714327,0.0186666666666667,0.0184020928904776
"Item_15","8","0",81,80.7779901996671,0.027,0.0269259967332224
"Item_15","9","0",106,101.785776975336,0.0353333333333333,0.033928592325112
"Item_15","10","0",96,95.3891786705019,0.032,0.0317963928901673
"Item_15","11","0",91,97.239737889765,0.0303333333333333,0.032413245963255
"Item_15","12","0",98,93.2611476693769,0.0326666666666667,0.0310870492231256
"Item_15","13","0",63,66.7562932816536,0.021,0.0222520977605512
"Item_15","14","0",35,44.0981916903523,0.0116666666666667,0.0146993972301174
"Item_15","15","0",29,28.9087291170993,0.00966666666666667,0.00963624303903311
"Item_15","16","0",15,12.9232658550725,0.005,0.00430775528502416
"Item_15","17","0",10,5.64962338757287,0.00333333333333333,0.00188320779585762
"Item_15","18","0",2,1.77548552330811,0.000666666666666667,0.000591828507769371
"Item_15","4","1",4,3.88998151476953,0.00133333333333333,0.00129666050492318
"Item_15","5","1",5,6.0737096151849,0.00166666666666667,0.0020245698717283
"Item_15","6","1",19,19.5281941003348,0.00633333333333333,0.00650939803344493
"Item_15","7","1",44,44.7937213285675,0.0146666666666667,0.0149312404428558
"Item_15","8","1",87,87.2220098003331,0.029,0.0290740032667777
"Item_15","9","1",141,145.214223024664,0.047,0.0484047410082214
"Item_15","10","1",179,179.610821329498,0.0596666666666667,0.0598702737764995
"Item_15","11","1",249,242.760262110235,0.083,0.0809200873700783
"Item_15","12","1",307,311.738852330623,0.102333333333333,0.103912950776874
"Item_15","13","1",307,303.243706718346,0.102333333333333,0.101081235572782
"Item_15","14","1",287,277.901808309648,0.0956666666666667,0.0926339361032159
"Item_15","15","1",260,260.091270882901,0.0866666666666667,0.0866970902943002
"Item_15","16","1",171,173.076734144928,0.057,0.0576922447149758
"Item_15","17","1",116,120.350376612427,0.0386666666666667,0.0401167922041424
"Item_15","18","1",77,77.2245144766919,0.0256666666666667,0.025741504825564
"Item_16","4","0",17,15.6681617724529,0.00566666666666667,0.00522272059081762
"Item_16","5","0",15,16.2844611258394,0.005,0.00542815370861314
"Item_16","6","0",38,39.7406772469188,0.0126666666666667,0.0132468924156396
"Item_16","7","0",69,70.9473430984003,0.023,0.0236491143661334
"Item_16","8","0",115,109.234625045171,0.0383333333333333,0.0364115416817235
"Item_16","9","0",146,144.964262633093,0.0486666666666667,0.0483214208776975
"Item_16","10","0",141,143.034356881684,0.047,0.0476781189605614
"Item_16","11","0",151,153.242017535322,0.0503333333333333,0.0510806725117739
"Item_16","12","0",151,153.915608691232,0.0503333333333333,0.0513052028970773
"Item_16","13","0",123,114.757840498827,0.041,0.0382526134996091
"Item_16","14","0",71,78.4203919725444,0.0236666666666667,0.0261401306575148
"Item_16","15","0",55,52.7685203540654,0.0183333333333333,0.0175895067846885
"Item_16","16","0",27,24.0198501836329,0.009,0.00800661672787764
"Item_16","17","0",9,10.6100703064508,0.003,0.00353669010215027
"Item_16","18","0",3,3.3446492646613,0.001,0.00111488308822043
"Item_16","4","1",1,2.33183822754714,0.000333333333333333,0.000777279409182381
"Item_16","5","1",5,3.7155388741606,0.00166666666666667,0.00123851295805353
"Item_16","6","1",14,12.2593227530812,0.00466666666666667,0.00408644091769372
"Item_16","7","1",31,29.0526569016,0.0103333333333333,0.00968421896720001
"Item_16","8","1",53,58.7653749548293,0.0176666666666667,0.0195884583182764
"Item_16","9","1",101,102.035737366908,0.0336666666666667,0.0340119124556359
"Item_16","10","1",134,131.965643118316,0.0446666666666667,0.0439885477061053
"Item_16","11","1",189,186.757982464678,0.063,0.0622526608215594
"Item_16","12","1",254,251.084391308769,0.0846666666666667,0.0836947971029228
"Item_16","13","1",247,255.242159501172,0.0823333333333333,0.085080719833724
"Item_16","14","1",251,243.579608027455,0.0836666666666667,0.0811932026758184
"Item_16","15","1",234,236.231479645934,0.078,0.0787438265486448
"Item_16","16","1",159,161.980149816367,0.053,0.0539933832721224
"Item_16","17","1",117,115.389929693549,0.039,0.0384633098978497
"Item_16","18","1",76,75.6553507353387,0.0253333333333333,0.0252184502451129
"Item_17","4","0",15,15.2565911251592,0.005,0.00508553037505306
"Item_17","5","0",16,15.9889857963654,0.00533333333333333,0.00532966193212181
"Item_17","6","0",38,39.6503981733507,0.0126666666666667,0.0132167993911169
"Item_17","7","0",75,72.5513148161906,0.025,0.0241837716053969
"Item_17","8","0",114,115.560602611219,0.038,0.0385202008704064
"Item_17","9","0",156,160.246017980677,0.052,0.0534153393268924
"Item_17","10","0",174,166.986083390176,0.058,0.0556620277967254
"Item_17","11","0",178,191.087152068674,0.0593333333333333,0.0636957173562246
"Item_17","12","0",209,207.353217327807,0.0696666666666667,0.069117739109269
"Item_17","13","0",174,168.80351935622,0.058,0.0562678397854067
"Item_17","14","0",137,127.016059235076,0.0456666666666667,0.042338686411692
"Item_17","15","0",88,94.5802211905129,0.0293333333333333,0.0315267403968376
"Item_17","16","0",45,47.6761176384528,0.015,0.0158920392128176
"Item_17","17","0",29,23.2349991450254,0.00966666666666667,0.00774499971500846
"Item_17","18","0",5,8.08188035691601,0.00166666666666667,0.002693960118972
"Item_17","4","1",3,2.74340887484084,0.001,0.000914469624946947
"Item_17","5","1",4,4.01101420363455,0.00133333333333333,0.00133700473454485
"Item_17","6","1",14,12.3496018266493,0.00466666666666667,0.00411653394221642
"Item_17","7","1",25,27.4486851838095,0.00833333333333333,0.00914956172793651
"Item_17","8","1",54,52.4393973887809,0.018,0.0174797991295936
"Item_17","9","1",91,86.7539820193231,0.0303333333333333,0.028917994006441
"Item_17","10","1",101,108.013916609824,0.0336666666666667,0.0360046388699414
"Item_17","11","1",162,148.912847931326,0.054,0.0496376159771086
"Item_17","12","1",196,197.646782672193,0.0653333333333333,0.065882260890731
"Item_17","13","1",196,201.19648064378,0.0653333333333333,0.0670654935479266
"Item_17","14","1",185,194.983940764924,0.0616666666666667,0.0649946469216414
"Item_17","15","1",201,194.419778809487,0.067,0.0648065929364956
"Item_17","16","1",141,138.323882361547,0.047,0.0461079607871824
"Item_17","17","1",97,102.765000854974,0.0323333333333333,0.0342550002849915
"Item_17","18","1",74,70.918119643084,0.0246666666666667,0.0236393732143613
"Item_18","4","0",18,16.6446589513384,0.006,0.00554821965044612
"Item_18","5","0",18,17.9307768512621,0.006,0.00597692561708737
"Item_18","6","0",47,45.3969437867014,0.0156666666666667,0.0151323145955671
"Item_18","7","0",86,84.7968517540349,0.0286666666666667,0.028265617251345
"Item_18","8","0",148,137.929851254478,0.0493333333333333,0.0459766170848261
"Item_18","9","0",179,195.526688216813,0.0596666666666667,0.0651755627389376
"Item_18","10","0",211,208.714541656893,0.0703333333333333,0.0695715138856309
"Item_18","11","0",246,245.474517933629,0.082,0.0818248393112097
"Item_18","12","0",265,275.115714938592,0.0883333333333333,0.0917052383128639
"Item_18","13","0",232,232.855337051007,0.0773333333333333,0.0776184456836688
"Item_18","14","0",194,183.686521863535,0.0646666666666667,0.0612288406211783
"Item_18","15","0",157,144.801133836437,0.0523333333333333,0.0482670446121455
"Item_18","16","0",70,78.0811693496167,0.0233333333333333,0.0260270564498722
"Item_18","17","0",38,41.1023241218446,0.0126666666666667,0.0137007747072815
"Item_18","18","0",15,13.9496581281099,0.005,0.00464988604270332
"Item_18","19","0",1,1.74834982877453,0.000333333333333333,0.000582783276258178
"Item_18","4","1",0,1.35534104866164,0,0.000451780349553881
"Item_18","5","1",2,2.06922314873792,0.000666666666666667,0.000689741049579307
"Item_18","6","1",5,6.60305621329846,0.00166666666666667,0.00220101873776615
"Item_18","7","1",14,15.2031482459653,0.00466666666666667,0.00506771608198843
"Item_18","8","1",20,30.0701487455217,0.00666666666666667,0.0100233829151739
"Item_18","9","1",68,51.4733117831874,0.0226666666666667,0.0171577705943958
"Item_18","10","1",64,66.2854583431071,0.0213333333333333,0.0220951527810357
"Item_18","11","1",94,94.5254820663708,0.0313333333333333,0.0315084940221236
"Item_18","12","1",140,129.884285061408,0.0466666666666667,0.0432947616871361
"Item_18","13","1",138,137.144662948993,0.046,0.0457148876496642
"Item_18","14","1",128,138.313478136465,0.0426666666666667,0.0461044927121549
"Item_18","15","1",132,144.198866163563,0.044,0.0480662887211877
"Item_18","16","1",116,107.918830650383,0.0386666666666667,0.0359729435501277
"Item_18","17","1",88,84.8976758781554,0.0293333333333333,0.0282992252927185
"Item_18","18","1",48,49.05034187189,0.016,0.0163501139572967
"Item_18","19","1",15,14.2516501712255,0.005,0.00475055005707517
"Item_19","4","0",16,14.9351724744727,0.00533333333333333,0.00497839082482424
"Item_19","5","0",14,15.1813555357655,0.00466666666666667,0.00506045184525516
"Item_19","6","0",36,36.3279639111369,0.012,0.0121093213037123
"Item_19","7","0",64,63.4856284683247,0.0213333333333333,0.0211618761561082
"Item_19","8","0",94,95.5532370748532,0.0313333333333333,0.0318510790249511
"Item_19","9","0",115,123.840049682028,0.0383333333333333,0.041280016560676
"Item_19","10","0",129,119.260848959944,0.043,0.0397536163199812
"Item_19","11","0",124,124.705261949021,0.0413333333333333,0.0415684206496737
"Item_19","12","0",128,122.34751353958,0.0426666666666667,0.0407825045131934
"Item_19","13","0",83,89.2661254800171,0.0276666666666667,0.0297553751600057
"Item_19","14","0",59,59.8555993995606,0.0196666666666667,0.0199518664665202
"Item_19","15","0",42,39.6527173382806,0.014,0.0132175724460935
"Item_19","16","0",22,17.8343930930988,0.00733333333333333,0.00594479769769961
"Item_19","17","0",5,7.81163670860494,0.00166666666666667,0.00260387890286831
"Item_19","18","0",1,2.44929774782371,0.000333333333333333,0.000816432582607904
"Item_19","4","1",2,3.06482752552728,0.000666666666666667,0.00102160917517576
"Item_19","5","1",6,4.81864446423454,0.002,0.00160621482141151
"Item_19","6","1",16,15.6720360888629,0.00533333333333333,0.00522401202962098
"Item_19","7","1",36,36.5143715316755,0.012,0.0121714571772252
"Item_19","8","1",74,72.4467629251468,0.0246666666666667,0.0241489209750489
"Item_19","9","1",132,123.159950317972,0.044,0.0410533167726574
"Item_19","10","1",146,155.739151040056,0.0486666666666667,0.0519130503466854
"Item_19","11","1",216,215.294738050978,0.072,0.0717649126836595
"Item_19","12","1",277,282.65248646042,0.0923333333333333,0.0942174954868066
"Item_19","13","1",287,280.733874519982,0.0956666666666667,0.0935779581733274
"Item_19","14","1",263,262.14440060044,0.0876666666666667,0.0873814668668133
"Item_19","15","1",247,249.347282661719,0.0823333333333333,0.0831157608872397
"Item_19","16","1",164,168.165606906901,0.0546666666666667,0.0560552023023004
"Item_19","17","1",121,118.188363291395,0.0403333333333333,0.0393961210971316
"Item_19","18","1",78,76.5507022521763,0.026,0.0255169007507254
"Item_20","4","0",16,15.9986013851908,0.00533333333333333,0.00533286712839692
"Item_20","5","0",18,16.9145624054338,0.006,0.00563818746847794
"Item_20","6","0",41,42.0373781556624,0.0136666666666667,0.0140124593852208
"Item_20","7","0",74,76.7335467511021,0.0246666666666667,0.025577848917034
"Item_20","8","0",114,121.255552887811,0.038,0.0404185176292702
"Item_20","9","0",164,165.712983934206,0.0546666666666667,0.055237661311402
"Item_20","10","0",175,168.840614160201,0.0583333333333333,0.0562802047200669
"Item_20","11","0",190,187.111848423997,0.0633333333333333,0.0623706161413324
"Item_20","12","0",204,194.405239824932,0.068,0.0648017466083108
"Item_20","13","0",149,149.573609373252,0.0496666666666667,0.0498578697910841
"Item_20","14","0",100,104.911492107873,0.0333333333333333,0.0349704973692911
"Item_20","15","0",64,71.8725687534601,0.0213333333333333,0.02395752291782
"Item_20","16","0",38,32.9723679820079,0.0126666666666667,0.010990789327336
"Item_20","17","0",14,14.5167932285201,0.00466666666666667,0.00483893107617337
"Item_20","18","0",6,4.50116132703922,0.002,0.00150038710901307
"Item_20","4","1",2,2.00139861480924,0.000666666666666667,0.000667132871603079
"Item_20","5","1",2,3.08543759456618,0.000666666666666667,0.00102847919818873
"Item_20","6","1",11,9.96262184433756,0.00366666666666667,0.00332087394811252
"Item_20","7","1",26,23.266453248898,0.00866666666666667,0.00775548441629934
"Item_20","8","1",54,46.7444471121894,0.018,0.0155814823707298
"Item_20","9","1",83,81.2870160657943,0.0276666666666667,0.0270956720219314
"Item_20","10","1",100,106.159385839799,0.0333333333333333,0.0353864619465997
"Item_20","11","1",150,152.888151576003,0.05,0.0509627171920008
"Item_20","12","1",201,210.594760175067,0.067,0.070198253391689
"Item_20","13","1",221,220.426390626747,0.0736666666666667,0.073475463542249
"Item_20","14","1",222,217.088507892127,0.074,0.0723628359640422
"Item_20","15","1",225,217.12743124654,0.075,0.0723758104155133
"Item_20","16","1",148,153.027632017992,0.0493333333333333,0.051009210672664
"Item_20","17","1",112,111.48320677148,0.0373333333333333,0.0371610689238266
"Item_20","18","1",73,74.4988386729607,0.0243333333333333,0.0248329462243202
