"individuo","outfit","z.outfit","infit","z.infit","Zh"
1,0.643576780048699,-0.878961265599816,0.818200212579283,-0.859582816311469,0.917559675006956
2,0.90700089320136,-0.146594085391691,1.04610144069569,0.29801956385773,-0.0817321076638162
3,0.719739579525012,-1.45833359775213,0.775065424615979,-1.32543116923195,1.31103493915772
4,0.979508558861065,0.0330326210765636,1.10043696725392,0.609826258997999,-0.37509964139339
5,0.223670296032689,-0.488072544690467,0.509296942089369,-1.04517692185306,1.00134502897233
6,1.09231364502847,0.368048839724657,1.01883650222752,0.16191214342375,-0.184345766553568
7,0.91499981532074,-0.397305889263665,0.910278354674624,-0.581553913290993,0.554314083415903
8,0.973273925577872,-0.0769768041522705,0.88477813956316,-0.76575320110178,0.60198893114932
9,1.43046574934914,2.07714454821313,1.3381680654764,2.15987550358086,-2.32068599898075
10,0.90776208145332,-0.426070545250237,0.933373219249835,-0.355698224725864,0.426826806835177
11,1.19727356324886,0.918960857225416,0.990908438907371,-0.00705547014275577,-0.21046334388032
12,0.882509506350846,-0.252906387095933,1.04502082973339,0.305434842363221,-0.0365889307347808
13,1.03082492537371,0.21433581225984,1.05938783132094,0.432891850730849,-0.337759848007445
14,0.937308879531892,-0.254791087285052,0.971403370118413,-0.14477253948692,0.222818485670762
15,0.714785380494214,-1.47657687007863,0.758681323169045,-1.42381918019572,1.36794062088544
16,0.233518760867871,-0.844900467196581,0.498104460731926,-1.43294545993633,1.26671250781878
17,0.41936789266834,-0.324297840951415,0.77146325233199,-0.413337110981968,0.605524013905212
18,0.649829938986185,-0.196770715170255,0.883050330183577,-0.223098592611376,0.36345406595615
19,0.876663859377531,-0.655413788457204,0.910470182009345,-0.581181712114999,0.634343320565439
20,0.768553934199631,-1.35093534669007,0.814852703463038,-1.27529029437087,1.26297407164694
21,0.912875693966675,-0.236160668047692,0.984972319154959,-0.0322009710620331,0.151201733291945
22,0.683113161962608,-0.620912285148488,0.902321380075596,-0.39970506621208,0.581695936739053
23,1.49080654446013,0.956560090777457,0.985460069688509,0.0287744292298597,-0.267084223033024
24,0.503632707134413,-0.498388951337766,0.764168739660833,-0.641827184127263,0.730974554054151
25,0.806854865661618,-1.05235172256771,0.85067697349311,-0.934614790231172,0.972431810123728
26,1.09972347597357,0.363615047772292,0.981728375022662,-0.00893030716887104,-0.00210858193226377
27,0.988613079355999,-0.00491621325198018,1.00034106275416,0.0514917958031665,0.0130386465066823
28,0.182296941166423,-0.565273976804898,0.482004249612058,-1.15217358783762,1.08860928764932
29,0.869196597444747,-0.0695103120189903,0.871079606793235,-0.444801639637133,0.369302095015521
30,0.945899481936977,-0.222228717953295,0.990494138319014,-0.0159204745560085,0.128132433291777
31,0.720735738609232,0.189042205774647,0.650287230784334,-0.584470985853399,0.481652287424306
32,0.855109436301968,-0.789373817383443,0.860696110492713,-0.962252094282017,0.912162487716632
33,0.881520172627359,-0.195798803914053,0.920604535431777,-0.334698913616738,0.356529894680262
34,1.12478296697946,0.732184393543711,1.10438170623562,0.734329369802638,-0.713439555935928
35,1.23804433170427,0.749575213943732,1.06667619049682,0.408428487298163,-0.478134985996953
36,0.72200454754929,-0.426611259662727,0.994052958400215,0.0540865546013601,0.235109648517989
37,0.512017506200643,-0.646423984578363,0.833398501973745,-0.484755263060312,0.695034159708102
38,1.03915761298867,0.274228112673794,0.962746864225224,-0.210771294362591,0.119411245092721
39,0.92849586336071,-0.330253857380554,0.971281732567539,-0.149899160526571,0.254537953337007
40,0.992094498525688,0.0153003456840501,1.02170009661117,0.193607657878191,-0.0834995599373282
41,0.512156412734205,-3.0863133173624,0.554523905599364,-3.21022452497434,2.67348157525065
42,0.683236459585152,-0.374263464257666,0.872942574301151,-0.398213591843513,0.489951558697766
43,0.799963297274016,-1.08399719458032,0.821529463697597,-1.25875245811799,1.17968612592469
44,0.707188702925476,-0.119850285186214,0.875618833517707,-0.256059096783486,0.327693465303388
45,1.03469246178659,0.251223528400782,0.981869552543614,-0.0709359324424447,0.0228824539831648
46,0.995516317031155,0.0358713501239083,1.03442675322099,0.271261178218625,-0.142643250991213
47,0.844547948368096,-0.844802346646533,0.900876701895091,-0.611197333116489,0.713870547995946
